STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN,WSF2
USW00053852,34.65798,-86.94343,179.1,2019-09-03,0.0,339.0,194.0,54.0
USW00053858,30.46304,-88.53156,2.8,2019-09-03,0.0,361.0,228.0,58.0
USW00053859,39.5918,-84.2263,290.4,2019-09-03,0.0,300.0,172.0,107.0
USW00053860,30.33708,-81.51277,11.9,2019-09-03,114.0,311.0,250.0,103.0
USW00053863,33.87835,-84.29802,298.4,2019-09-03,0.0,350.0,189.0,45.0
USW00053864,33.17835,-86.78178,172.5,2019-09-03,0.0,356.0,200.0,40.0
USW00053865,30.34355,-89.82237,7.5,2019-09-03,0.0,350.0,228.0,54.0
USW00053866,39.58545,-85.79982,244.4,2019-09-03,0.0,289.0,150.0,72.0
USW00053868,36.023,-84.2337,274.3,2019-09-03,0.0,333.0,206.0,31.0
USW00053869,35.93778,-89.83318,77.6,2019-09-03,0.0,333.0,183.0,40.0
USW00053870,35.1968,-81.15552,241.5,2019-09-03,0.0,344.0,200.0,40.0
USW00053871,34.9836,-81.05622,197.4,2019-09-03,0.0,339.0,189.0,40.0
USW00053873,34.11587,-84.850713,230.0,2019-09-03,0.0,356.0,183.0,40.0
USW00053901,36.87913,-91.90523,373.6,2019-09-03,0.0,322.0,194.0,45.0
USW00053902,30.36109,-95.41757,69.4,2019-09-03,0.0,361.0,211.0,63.0
USW00053903,30.74432,-95.58657,105.4,2019-09-03,0.0,372.0,211.0,45.0
USW00053905,32.53984,-93.74616,52.3,2019-09-03,0.0,367.0,233.0,45.0
USW00053908,36.04243,-95.99016,189.1,2019-09-03,0.0,344.0,211.0,67.0
USW00053909,32.99434,-97.32034,215.6,2019-09-03,0.0,356.0,233.0,58.0
USW00053910,30.06801,-95.55628,46.8,2019-09-03,0.0,361.0,222.0,72.0
USW00053911,32.71311,-96.26878,143.0,2019-09-03,0.0,356.0,228.0,54.0
USW00053915,30.02916,-91.88456,4.8,2019-09-03,0.0,350.0,244.0,72.0
USW00053916,39.819848,-93.576951,231.0,2019-09-03,0.0,322.0,217.0,54.0
USW00053917,30.04934,-90.02899,0.9,2019-09-03,0.0,333.0,278.0,72.0
USW00053918,36.37056,-92.47194,281.1,2019-09-03,0.0,322.0,200.0,27.0
USW00053919,33.63602,-91.7555,85.0,2019-09-03,0.0,361.0,217.0,54.0
USW00053920,35.25733,-93.095,115.7,2019-09-03,0.0,344.0,206.0,31.0
USW00053922,36.28975,-94.31152,389.6,2019-09-03,0.0,322.0,194.0,54.0
USW00053925,34.04799,-94.40157,106.6,2019-09-03,0.0,356.0,206.0,36.0
USW00053928,30.21889,-96.37417,93.9,2019-09-03,0.0,367.0,228.0,36.0
USW00053959,35.14013,-90.23591,63.7,2019-09-03,0.0,350.0,211.0,31.0
USW00053964,33.25444,-97.58056,319.1,2019-09-03,0.0,344.0,233.0,31.0
USW00053965,33.11,-98.55528,342.3,2019-09-03,0.0,356.0,183.0,40.0
USW00053973,30.87194,-96.62222,86.9,2019-09-03,0.0,378.0,211.0,45.0
USW00053976,33.17528,-97.82833,259.4,2019-09-03,0.0,339.0,194.0,27.0
USW00053979,30.16917,-96.98,147.8,2019-09-03,0.0,389.0,228.0,67.0
USW00053983,30.78361,-98.66194,335.9,2019-09-03,0.0,378.0,178.0,58.0
USW00054728,44.36594,-71.55217,319.3,2019-09-03,3.0,211.0,94.0,40.0
USW00054733,42.5841,-70.9153,27.6,2019-09-03,0.0,244.0,133.0,67.0
USW00054734,41.37215,-73.48337,138.0,2019-09-03,0.0,272.0,133.0,54.0
USW00054737,40.12061,-76.29446,121.1,2019-09-03,0.0,289.0,167.0,36.0
USW00054740,43.34211,-72.52131,173.2,2019-09-03,0.0,244.0,122.0,40.0
USW00054743,40.87645,-74.28284,52.0,2019-09-03,0.0,289.0,178.0,58.0
USW00054756,42.56998,-72.28696,165.8,2019-09-03,0.0,261.0,139.0,45.0
USW00054757,42.10775,-77.98424,637.6,2019-09-03,0.0,228.0,122.0,67.0
USW00054767,41.74249,-72.18246,74.9,2019-09-03,0.0,272.0,156.0,40.0
USW00054769,41.90851,-70.72785,42.2,2019-09-03,0.0,233.0,161.0,58.0
USW00054771,44.53281,-72.61516,224.3,2019-09-03,3.0,217.0,122.0,45.0
USW00054772,43.98992,-70.95006,137.9,2019-09-03,0.0,250.0,111.0,40.0
USW00054773,43.35037,-76.38316,143.5,2019-09-03,61.0,250.0,161.0,45.0
USW00054778,42.64405,-77.05286,267.4,2019-09-03,0.0,261.0,144.0,58.0
USW00054781,42.8935,-73.24875,241.0,2019-09-03,0.0,239.0,156.0,36.0
USW00054782,40.23803,-75.55485,88.7,2019-09-03,0.0,278.0,156.0,40.0
USW00054789,41.13684,-75.3771,574.6,2019-09-03,0.0,244.0,133.0,58.0
USW00054790,40.82121,-72.86742,20.0,2019-09-03,0.0,272.0,156.0,54.0
USW00054792,41.04647,-78.4112,459.9,2019-09-03,0.0,267.0,133.0,58.0
USW00054793,41.19925,-74.62592,127.5,2019-09-03,0.0,283.0,133.0,36.0
USW00054813,46.412036,-86.650452,186.5,2019-09-03,241.0,211.0,78.0,98.0
USW00063813,34.01306,-84.59861,317.0,2019-09-03,0.0,339.0,206.0,40.0
USW00064775,43.22417,-75.39563,144.7,2019-09-03,0.0,250.0,139.0,45.0
USW00064776,44.63923,-73.46312,50.4,2019-09-03,23.0,194.0,133.0,81.0
USW00092805,26.24636,-80.11105,4.6,2019-09-03,140.0,317.0,244.0,165.0
USW00092806,27.76847,-82.62568,1.3,2019-09-03,0.0,317.0,261.0,116.0
USW00093005,37.1431,-107.76023,2020.6,2019-09-03,0.0,344.0,94.0,103.0
USW00093009,39.22803,-106.31625,3030.6,2019-09-03,0.0,250.0,28.0,89.0
USW00093010,39.27332,-103.66737,1633.1,2019-09-03,0.0,289.0,78.0,116.0
USW00093013,38.50538,-107.89813,1739.5,2019-09-03,0.0,339.0,139.0,89.0
USW00093026,31.4583,-109.6061,1251.2,2019-09-03,0.0,356.0,167.0,103.0
USW00093027,34.51838,-109.38006,1745.6,2019-09-03,0.0,356.0,156.0,89.0
USW00093037,38.80949,-104.68873,1884.2,2019-09-03,0.0,306.0,161.0,148.0
USW00093041,32.28333,-106.91667,1357.6,2019-09-03,0.0,356.0,178.0,36.0
USW00093042,36.02516,-102.54875,1215.5,2019-09-03,0.0,367.0,156.0,94.0
USW00093045,33.23685,-107.26849,1470.2,2019-09-03,0.0,356.0,194.0,54.0
USW00093058,38.28868,-104.5057,1424.5,2019-09-03,0.0,344.0,150.0,157.0
USW00093063,32.63333,-108.16667,1637.7,2019-09-03,0.0,333.0,161.0,67.0
USW00093067,39.5599,-104.84843,1789.2,2019-09-03,0.0,283.0,161.0,76.0
USW00093069,37.30705,-108.62646,1799.2,2019-09-03,0.0,356.0,111.0,116.0
USW00093073,39.22994,-106.87052,2339.9,2019-09-03,0.0,317.0,83.0,81.0
USW00093075,38.75006,-109.76267,1387.1,2019-09-03,0.0,378.0,167.0,67.0
USW00093110,34.20012,-119.20417,11.9,2019-09-03,0.0,261.0,189.0,63.0
USW00093129,37.70672,-113.09698,1703.8,2019-09-03,0.0,328.0,139.0,63.0
USW00093134,34.0236,-118.2911,54.6,2019-09-03,0.0,333.0,222.0,45.0
USW00093138,33.82216,-116.50433,124.7,2019-09-03,0.0,428.0,289.0,94.0
USW00093141,39.60886,-110.75547,1777.2,2019-09-03,0.0,339.0,194.0,89.0
USW00093184,33.67975,-117.86746,13.0,2019-09-03,0.0,333.0,233.0,58.0
USW00093193,36.77999,-119.72016,101.9,2019-09-03,0.0,378.0,228.0,67.0
USW00093197,34.02099,-118.44712,53.3,2019-09-03,0.0,283.0,194.0,58.0
USW00093205,39.10205,-121.56884,18.9,2019-09-03,0.0,350.0,139.0,45.0
USW00093206,35.23815,-120.64406,55.8,2019-09-03,0.0,306.0,133.0,72.0
USW00093209,35.66936,-120.62918,249.8,2019-09-03,0.0,389.0,156.0,89.0
USW00093227,38.2075,-122.28041,4.7,2019-09-03,0.0,267.0,117.0,72.0
USW00093228,37.65886,-122.12116,9.6,2019-09-03,0.0,244.0,156.0,67.0
USW00093230,38.89838,-119.99617,1907.0,2019-09-03,0.0,278.0,83.0,81.0
USW00093241,38.37753,-121.95854,31.7,2019-09-03,0.0,350.0,139.0,54.0
USW00093242,36.98505,-120.11068,76.6,2019-09-03,0.0,372.0,178.0,63.0
USW00093706,39.70618,-77.73037,209.4,2019-09-03,0.0,289.0,172.0,63.0
USW00093718,33.81618,-78.72043,8.8,2019-09-03,0.0,306.0,228.0,72.0
USW00093719,35.06836,-77.04783,3.2,2019-09-03,0.0,317.0,211.0,54.0
USW00093720,38.3409,-75.51324,14.4,2019-09-03,30.0,306.0,200.0,67.0
USW00093721,39.17329,-76.68408,42.0,2019-09-03,0.0,317.0,189.0,54.0
USW00093727,34.70842,-77.43966,7.9,2019-09-03,0.0,322.0,222.0,63.0
USW00093730,39.45203,-74.56701,17.8,2019-09-03,5.0,283.0,183.0,67.0
USW00093736,38.1374,-78.45513,192.3,2019-09-03,0.0,311.0,200.0,40.0
USW00093738,38.93485,-77.44728,89.5,2019-09-03,0.0,306.0,178.0,45.0
USW00093739,37.93718,-75.46622,9.7,2019-09-03,160.0,283.0,222.0,72.0
USW00093741,37.13216,-76.49399,10.9,2019-09-03,0.0,300.0,211.0,72.0
USW00093765,34.73258,-76.65659,1.5,2019-09-03,0.0,306.0,228.0,63.0
USW00093773,36.98269,-77.00137,32.0,2019-09-03,0.0,328.0,211.0,45.0
USW00093775,37.70926,-77.43484,61.5,2019-09-03,0.0,317.0,200.0,40.0
USW00093778,39.91942,-76.87685,141.4,2019-09-03,0.0,283.0,150.0,36.0
USW00093783,36.04751,-79.47375,184.9,2019-09-03,0.0,339.0,200.0,54.0
USW00093786,38.30911,-75.12336,1.8,2019-09-03,198.0,267.0,206.0,67.0
USW00093801,34.34833,-85.16155,194.8,2019-09-03,0.0,350.0,183.0,54.0
USW00093805,30.39354,-84.35136,17.1,2019-09-03,0.0,344.0,239.0,58.0
USW00093806,33.21217,-87.61552,45.3,2019-09-03,0.0,356.0,211.0,40.0
USW00093808,36.96467,-86.42379,159.3,2019-09-03,0.0,333.0,189.0,40.0
USW00093810,37.78329,-89.24533,122.1,2019-09-03,0.0,322.0,167.0,63.0
USW00093812,39.106,-84.41609,144.8,2019-09-03,0.0,294.0,156.0,63.0
USW00093814,39.04443,-84.67241,262.4,2019-09-03,0.0,300.0,178.0,67.0
USW00093815,39.90638,-84.21853,302.6,2019-09-03,0.0,294.0,167.0,125.0
USW00093817,38.05015,-87.51465,122.5,2019-09-03,0.0,311.0,172.0,58.0
USW00093819,39.72515,-86.2816,241.3,2019-09-03,0.0,294.0,172.0,81.0
USW00093820,38.03391,-84.61138,293.2,2019-09-03,0.0,328.0,172.0,63.0
USW00093821,38.17738,-85.73077,146.3,2019-09-03,0.0,328.0,206.0,63.0
USW00093822,39.84529,-89.68401,179.7,2019-09-03,0.0,306.0,194.0,81.0
USW00093824,39.94609,-81.89315,268.6,2019-09-03,0.0,278.0,139.0,76.0
USW00093837,30.23333,-81.66667,6.1,2019-09-03,135.0,317.0,256.0,130.0
USW00093842,32.51625,-84.94218,120.0,2019-09-03,0.0,350.0,222.0,72.0
USW00093845,30.77629,-83.27393,58.7,2019-09-03,5.0,333.0,233.0,81.0
USW00093846,34.498,-82.70924,233.7,2019-09-03,0.0,339.0,194.0,58.0
USW00093862,34.26224,-88.77127,103.8,2019-09-03,0.0,344.0,206.0,45.0
USW00093874,30.4121,-89.08093,4.9,2019-09-03,0.0,339.0,239.0,67.0
USW00093915,31.33464,-92.55849,25.0,2019-09-03,0.0,361.0,206.0,63.0
USW00093919,31.18228,-90.47207,123.6,2019-09-03,0.0,344.0,239.0,45.0
USW00093929,33.65139,-97.19694,255.7,2019-09-03,0.0,333.0,217.0,36.0
USW00093947,30.24333,-98.90972,516.6,2019-09-03,0.0,350.0,172.0,54.0
USW00093950,34.88237,-95.78154,229.6,2019-09-03,0.0,344.0,211.0,54.0
USW00093953,35.65765,-95.36583,183.4,2019-09-03,0.0,339.0,217.0,54.0
USW00093955,33.63333,-95.45,166.7,2019-09-03,0.0,344.0,222.0,36.0
USW00093967,37.0912,-95.57258,227.4,2019-09-03,0.0,328.0,206.0,67.0
USW00093984,31.15,-97.41667,207.9,2019-09-03,0.0,367.0,200.0,67.0
USW00093985,32.78155,-98.06023,287.1,2019-09-03,0.0,339.0,206.0,45.0
USW00093987,31.23593,-94.75468,87.1,2019-09-03,0.0,356.0,222.0,63.0
USW00093989,39.93709,-91.19661,231.6,2019-09-03,0.0,317.0,200.0,94.0
USW00093990,39.37412,-99.82987,667.1,2019-09-03,0.0,333.0,183.0,103.0
USW00093992,33.22072,-92.81404,78.0,2019-09-03,0.0,367.0,206.0,45.0
USW00093993,36.01027,-94.16824,377.1,2019-09-03,0.0,317.0,183.0,54.0
USW00093997,38.87251,-98.80928,568.1,2019-09-03,0.0,350.0,211.0,94.0
USW00094008,48.21416,-106.62139,697.8,2019-09-03,0.0,267.0,94.0,67.0
USW00094012,48.54254,-109.76439,788.2,2019-09-03,0.0,306.0,56.0,58.0
USW00094014,48.1738,-103.6366,579.7,2019-09-03,0.0,233.0,94.0,89.0
USW00094017,48.09417,-105.57836,604.7,2019-09-03,0.0,272.0,56.0,81.0
USW00094023,44.33983,-105.54159,1330.3,2019-09-03,0.0,272.0,89.0,94.0
USW00094030,40.44293,-109.51278,1604.9,2019-09-03,0.0,333.0,122.0,54.0
USW00094037,45.604294,-103.546996,922.0,2019-09-03,0.0,272.0,117.0,107.0
USW00094038,46.0108,-102.65179,823.2,2019-09-03,0.0,244.0,72.0,130.0
USW00094040,40.204,-100.59039,779.4,2019-09-03,0.0,306.0,156.0,134.0
USW00094041,47.646142,-101.440584,582.0,2019-09-03,0.0,194.0,78.0,116.0
USW00094050,40.04437,-107.88836,1940.8,2019-09-03,0.0,322.0,61.0,81.0
USW00094051,47.325928,-106.948724,801.0,2019-09-03,0.0,289.0,78.0,76.0
USW00094052,45.54955,-100.40857,521.0,2019-09-03,0.0,250.0,106.0,107.0
USW00094053,42.06131,-104.15846,1278.4,2019-09-03,0.0,283.0,161.0,103.0
USW00094054,44.38121,-106.7195,1503.8,2019-09-03,0.0,278.0,122.0,89.0
USW00094055,46.35205,-104.26134,902.9,2019-09-03,0.0,261.0,83.0,98.0
USW00094107,42.590187,-117.864564,1236.0,2019-09-03,0.0,361.0,128.0,98.0
USW00094119,47.97416,-117.42921,672.0,2019-09-03,0.0,317.0,61.0,45.0
USW00094129,46.74376,-117.11581,775.7,2019-09-03,0.0,328.0,117.0,72.0
USW00094173,44.544778,-110.422064,2372.0,2019-09-03,0.0,261.0,22.0,54.0
USW00094176,47.68575,-117.32141,594.6,2019-09-03,0.0,322.0,111.0,45.0
USW00094178,42.47849,-114.47744,1269.8,2019-09-03,0.0,339.0,122.0,58.0
USW00094185,43.59486,-118.95788,1262.8,2019-09-03,0.0,333.0,72.0,58.0
USW00094197,48.46113,-119.52091,397.4,2019-09-03,0.0,333.0,156.0,116.0
USW00094224,46.15694,-123.88326,3.4,2019-09-03,0.0,206.0,150.0,58.0
USW00094225,46.97288,-123.93074,4.5,2019-09-03,0.0,200.0,144.0,81.0
USW00094227,47.23842,-123.14147,84.2,2019-09-03,0.0,239.0,122.0,103.0
USW00094236,42.14702,-121.72553,1244.4,2019-09-03,0.0,300.0,72.0,54.0
USW00094239,47.39746,-120.20124,377.5,2019-09-03,0.0,317.0,144.0,89.0
USW00094240,47.93695,-124.55757,56.4,2019-09-03,0.0,211.0,122.0,63.0
USW00094248,47.49513,-122.21442,5.5,2019-09-03,0.0,278.0,150.0,54.0
USW00094261,45.54762,-122.95572,59.8,2019-09-03,0.0,289.0,117.0,98.0
USW00094273,45.19572,-123.13381,48.2,2019-09-03,0.0,283.0,117.0,76.0
USW00094274,47.26744,-122.57623,88.4,2019-09-03,0.0,256.0,128.0,54.0
USW00094276,48.51998,-123.0264,34.2,2019-09-03,0.0,222.0,100.0,58.0
USW00094281,45.24656,-122.77095,59.6,2019-09-03,0.0,294.0,133.0,45.0
USW00094298,45.62102,-122.65421,6.6,2019-09-03,0.0,289.0,139.0,67.0
USW00094299,41.48362,-120.5615,1335.9,2019-09-03,0.0,333.0,78.0,94.0
USW00094623,43.96387,-69.71139,16.2,2019-09-03,0.0,244.0,133.0,40.0
USW00094624,41.68778,-69.99318,18.5,2019-09-03,0.0,239.0,161.0,58.0
USW00094626,45.4631,-69.55526,424.3,2019-09-03,0.0,183.0,122.0,54.0
USW00094700,44.57604,-71.1782,342.3,2019-09-03,0.0,228.0,100.0,45.0
USW00094702,41.16424,-73.12664,1.8,2019-09-03,0.0,261.0,178.0,63.0
USW00094705,44.20503,-72.56545,336.7,2019-09-03,0.0,211.0,100.0,36.0
USW00094723,42.71249,-71.12558,41.5,2019-09-03,0.0,261.0,144.0,40.0
USW00094725,44.93341,-74.84836,60.9,2019-09-03,0.0,206.0,100.0,45.0
USW00094726,41.67908,-70.95911,22.4,2019-09-03,0.0,272.0,156.0,58.0
USW00094728,40.77898,-73.96925,42.7,2019-09-03,0.0,278.0,194.0,40.0
USW00094732,40.07892,-75.01336,32.9,2019-09-03,0.0,306.0,194.0,67.0
USW00094737,43.53333,-72.95,239.0,2019-09-03,0.0,222.0,133.0,45.0
USW00094740,44.39279,-74.20288,505.6,2019-09-03,3.0,206.0,117.0,58.0
USW00094741,40.85898,-74.05616,0.8,2019-09-03,0.0,289.0,194.0,63.0
USW00094746,42.2706,-71.8731,305.5,2019-09-03,0.0,244.0,139.0,58.0
USW00094765,43.62707,-72.30537,168.9,2019-09-03,0.0,244.0,128.0,36.0
USW00094789,40.63915,-73.7639,2.7,2019-09-03,0.0,272.0,194.0,76.0
USW00094790,43.98872,-76.02609,94.7,2019-09-03,0.0,239.0,144.0,58.0
USW00094814,44.35904,-84.6739,350.6,2019-09-03,180.0,244.0,72.0,81.0
USW00094815,42.22826,-85.546,263.3,2019-09-03,8.0,267.0,183.0,130.0
USW00094817,42.66314,-83.41016,295.4,2019-09-03,8.0,244.0,156.0,89.0
USW00094818,42.75856,-87.8178,203.6,2019-09-03,48.0,267.0,183.0,125.0
USW00094822,42.19325,-89.093348,221.0,2019-09-03,226.0,289.0,178.0,183.0
USW00094823,40.48459,-80.21448,341.0,2019-09-03,0.0,272.0,156.0,67.0
USW00094830,41.58705,-83.80538,205.5,2019-09-03,0.0,267.0,161.0,89.0
USW00094846,41.96017,-87.93164,204.8,2019-09-03,56.0,267.0,194.0,134.0
USW00094847,42.23113,-83.33121,191.9,2019-09-03,25.0,256.0,178.0,112.0
USW00094849,45.0716,-83.56451,208.3,2019-09-03,277.0,250.0,67.0,89.0
USW00094855,43.9871,-88.55642,239.3,2019-09-03,104.0,272.0,161.0,112.0
USW00094860,42.8821,-85.52297,240.3,2019-09-03,3.0,261.0,172.0,139.0
USW00094870,40.0324,-88.27547,226.5,2019-09-03,0.0,294.0,150.0,89.0
USW00094871,42.12894,-86.41518,195.4,2019-09-03,36.0,267.0,183.0,107.0
USW00094889,42.22393,-83.73983,250.6,2019-09-03,0.0,256.0,144.0,107.0
USW00094892,41.89641,-88.25119,228.3,2019-09-03,46.0,278.0,183.0,134.0
USW00094895,40.23451,-85.39356,285.2,2019-09-03,5.0,283.0,167.0,94.0
USW00094899,47.467386,-87.875032,185.0,2019-09-03,132.0,167.0,83.0,125.0
USW00094908,42.39834,-90.70913,316.9,2019-09-03,89.0,278.0,161.0,103.0
USW00094910,42.55437,-92.40131,264.2,2019-09-03,0.0,289.0,144.0,107.0
USW00094931,47.38039,-92.83246,408.2,2019-09-03,23.0,156.0,94.0,81.0
USW00094938,46.40206,-94.12734,372.5,2019-09-03,61.0,206.0,144.0,89.0
USW00094946,41.43653,-99.63851,771.1,2019-09-03,0.0,272.0,133.0,94.0
USW00094949,40.60021,-98.42637,591.0,2019-09-03,0.0,294.0,172.0,98.0
USW00094950,43.77425,-98.03838,396.4,2019-09-03,3.0,261.0,144.0,107.0
USW00094957,40.07912,-95.58928,298.8,2019-09-03,5.0,322.0,194.0,94.0
USW00094958,41.62342,-98.94887,627.4,2019-09-03,0.0,272.0,133.0,76.0
USW00094960,45.06222,-93.35107,263.4,2019-09-03,0.0,244.0,156.0,125.0
USW00094961,48.72606,-94.61216,329.8,2019-09-03,74.0,150.0,100.0,112.0
USW00094963,44.83214,-93.47051,275.7,2019-09-03,0.0,244.0,167.0,112.0
USW00094967,46.89967,-95.06682,439.3,2019-09-03,5.0,172.0,94.0,130.0
USW00094971,43.40085,-94.74765,400.6,2019-09-03,0.0,256.0,111.0,81.0
USW00094978,41.76304,-96.17973,312.0,2019-09-03,0.0,300.0,150.0,63.0
USW00094982,41.61334,-90.59484,227.5,2019-09-03,3.0,300.0,161.0,89.0
USW00094985,44.6379,-90.18755,381.5,2019-09-03,315.0,244.0,144.0,94.0
USW00094988,42.11061,-92.91635,295.3,2019-09-03,8.0,272.0,128.0,143.0
USW00094989,41.99045,-93.61852,281.5,2019-09-03,5.0,272.0,161.0,103.0
USW00094991,40.63064,-93.90045,345.5,2019-09-03,0.0,311.0,189.0,89.0
USW00094992,47.745404,-90.345639,185.0,2019-09-03,107.0,161.0,83.0,81.0
USW00094993,45.669018,-96.99183,353.0,2019-09-03,0.0,211.0,94.0,116.0
USW00094994,43.15614,-90.67757,203.1,2019-09-03,384.0,289.0,144.0,89.0
VQW00011640,18.33626,-64.97994,0.0,2019-09-03,51.0,311.0,272.0,103.0
AQW00061705,-14.33056,-170.71361,3.7,2019-09-04,76.0,279.0,256.0,67.0
CQC00914855,15.11667,145.71667,65.5,2019-09-04,348.0,294.0,256.0,81.0
FMW00040308,9.48333,138.08333,13.4,2019-09-04,79.0,300.0,254.0,72.0
FMW00040504,6.9667,158.2167,36.6,2019-09-04,0.0,322.0,239.0,36.0
FMW00040505,7.46666,151.85,1.5,2019-09-04,0.0,312.0,278.0,36.0
GQW00041415,13.48333,144.8,77.4,2019-09-04,38.0,306.0,256.0,58.0
RMW00040604,8.73333,167.73333,2.1,2019-09-04,15.0,317.0,272.0,67.0
RMW00040710,7.06497,171.27203,3.0,2019-09-04,15.0,317.0,276.0,41.0
RQW00011641,18.43261,-66.01065,3.0,2019-09-04,10.0,322.0,267.0,103.0
USC00035189,35.63333,-91.16667,72.8,2019-09-04,0.0,344.0,217.0,31.0
USC00244558,48.30408,-114.26426,903.2,2019-09-04,0.0,300.0,78.0,81.0
USC00417706,30.024,-100.212,726.0,2019-09-04,0.0,328.0,200.0,58.0
USC00481840,44.5021,-109.1112,1609.3,2019-09-04,0.0,328.0,139.0,67.0
USW00000166,30.5,-97.967,375.2,2019-09-04,0.0,356.0,233.0,45.0
USW00000177,29.85,-98.85,235.0,2019-09-04,0.0,372.0,228.0,76.0
USW00000225,30.533,-98.367,333.1,2019-09-04,0.0,361.0,211.0,58.0
USW00000230,30.395,-97.567,188.1,2019-09-04,0.0,372.0,228.0,76.0
USW00000263,29.724,-98.695,422.1,2019-09-04,0.0,339.0,200.0,58.0
USW00000349,32.331,-102.53,967.1,2019-09-04,0.0,339.0,178.0,67.0
USW00000351,30.879,-96.971,123.1,2019-09-04,0.0,378.0,228.0,54.0
USW00000362,31.417,-97.8,276.1,2019-09-04,0.0,361.0,211.0,45.0
USW00000428,34.0998,-93.066,55.8,2019-09-04,0.0,361.0,194.0,31.0
USW00000471,29.63421,-104.36149,896.1,2019-09-04,0.0,350.0,233.0,76.0
USW00003016,39.52791,-107.71965,1684.0,2019-09-04,0.0,339.0,150.0,103.0
USW00003017,39.84657,-104.65623,1647.2,2019-09-04,0.0,333.0,161.0,143.0
USW00003024,35.69502,-101.39551,926.8,2019-09-04,0.0,356.0,206.0,72.0
USW00003026,39.24148,-102.28192,1278.2,2019-09-04,0.0,328.0,178.0,89.0
USW00003028,37.28346,-102.613784,1337.0,2019-09-04,0.0,344.0,139.0,94.0
USW00003030,36.68185,-101.50515,948.7,2019-09-04,0.0,350.0,156.0,67.0
USW00003035,32.8525,-104.4675,1079.3,2019-09-04,0.0,339.0,189.0,54.0
USW00003049,30.38333,-103.68333,1375.6,2019-09-04,0.0,306.0,144.0,63.0
USW00003050,32.69333,-100.95056,740.7,2019-09-04,0.0,333.0,206.0,54.0
USW00003056,32.67528,-102.65444,1010.4,2019-09-04,0.0,328.0,178.0,45.0
USW00003058,31.3825,-103.51083,796.4,2019-09-04,0.0,350.0,194.0,76.0
USW00003071,32.03639,-102.10111,854.4,2019-09-04,0.0,344.0,206.0,58.0
USW00003102,34.05314,-117.57689,281.6,2019-09-04,0.0,389.0,239.0,98.0
USW00003103,35.14427,-111.66637,2133.3,2019-09-04,5.0,300.0,94.0,76.0
USW00003131,32.81453,-117.13747,127.5,2019-09-04,3.0,328.0,222.0,107.0
USW00003144,32.83464,-115.57656,-16.8,2019-09-04,0.0,444.0,283.0,76.0
USW00003145,32.65,-114.61667,64.9,2019-09-04,0.0,433.0,289.0,94.0
USW00003159,34.74121,-118.21255,712.6,2019-09-04,0.0,389.0,189.0,89.0
USW00003160,36.6206,-116.0278,984.5,2019-09-04,0.0,406.0,222.0,94.0
USW00003162,36.92112,-111.44874,1307.0,2019-09-04,0.0,383.0,233.0,139.0
USW00003164,32.6261,-116.4681,805.0,2019-09-04,53.0,372.0,167.0,98.0
USW00003166,33.87154,-117.98561,26.3,2019-09-04,0.0,367.0,222.0,89.0
USW00003167,33.92353,-118.33291,16.6,2019-09-04,0.0,317.0,217.0,67.0
USW00003170,39.6013,-116.0055,1809.3,2019-09-04,3.0,317.0,106.0,103.0
USW00003171,33.95282,-117.43523,257.7,2019-09-04,0.0,400.0,217.0,94.0
USW00003177,33.12993,-117.27651,95.3,2019-09-04,0.0,306.0,228.0,89.0
USW00003178,32.57583,-116.99391,158.9,2019-09-04,36.0,317.0,200.0,72.0
USW00003179,33.97563,-117.62487,193.9,2019-09-04,0.0,400.0,194.0,103.0
USW00003185,33.46588,-111.72121,423.3,2019-09-04,0.0,433.0,306.0,143.0
USW00003192,33.61234,-111.92317,436.1,2019-09-04,0.0,428.0,283.0,81.0
USW00003195,35.94581,-112.15536,1993.3,2019-09-04,0.0,306.0,94.0,112.0
USW00003757,38.14167,-76.42917,6.4,2019-09-04,0.0,350.0,244.0,72.0
USW00003804,39.33948,-81.44379,245.3,2019-09-04,0.0,311.0,183.0,67.0
USW00003810,35.74205,-81.38225,356.6,2019-09-04,0.0,333.0,194.0,40.0
USW00003811,35.59332,-88.91696,129.2,2019-09-04,0.0,350.0,178.0,40.0
USW00003812,35.43178,-82.53787,645.6,2019-09-04,0.0,322.0,172.0,67.0
USW00003813,32.68889,-83.65296,104.5,2019-09-04,0.0,350.0,194.0,94.0
USW00003816,37.05635,-88.77425,124.1,2019-09-04,0.0,339.0,200.0,58.0
USW00003820,33.36517,-81.96353,40.9,2019-09-04,0.0,328.0,217.0,81.0
USW00003822,32.13133,-81.2023,8.7,2019-09-04,94.0,278.0,233.0,143.0
USW00003847,35.95097,-85.08141,568.6,2019-09-04,0.0,317.0,172.0,63.0
USW00003856,34.64406,-86.78615,190.0,2019-09-04,0.0,367.0,189.0,63.0
USW00003859,37.2978,-81.20358,870.1,2019-09-04,0.0,300.0,167.0,54.0
USW00003860,38.36531,-82.5548,251.3,2019-09-04,0.0,317.0,189.0,58.0
USW00003866,32.55,-88.56667,82.6,2019-09-04,0.0,356.0,200.0,58.0
USW00003868,39.4429,-87.32206,172.7,2019-09-04,0.0,267.0,172.0,58.0
USW00003870,34.90614,-82.21253,294.4,2019-09-04,0.0,339.0,206.0,58.0
